Title,Date,Category,Link
"Eugene Saltzberg, MD Agreed to Pay $230,000 and Be Excluded for 20 Years for Allegedly Violating the Civil Monetary Penalties Law by Receiving Remuneration in Exchange for Ordering Durable Medical Equipment and Genetic Tests","May 11, 2023",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/eugene-saltzberg-md-agreed-to-pay-230000-and-be-excluded-for-20-years-for-allegedly-violating-the-civil-monetary-penalties-law-by-receiving-remuneration-in-exchange-for-ordering-durable-medical-equipment-and-genetic-tests/
"The Estates at Fridley for Recovery Agreed to Pay $64,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","May 11, 2023",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/the-estates-at-fridley-for-recovery-agreed-to-pay-64000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Arundel Resident Agrees To Pay Over $330,000 To Settle Allegations Of False Claims Act Violations","May 11, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/arundel-resident-agrees-to-pay-over-330000-to-settle-allegations-of-false-claims-act-violations/
Cambria County Woman Charged With Conspiracy To Commit Health Care Fraud,"May 11, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/cambria-county-woman-charged-with-conspiracy-to-commit-health-care-fraud/
Maryland Man Sentenced For Defrauding The D.C. Medicaid Program,"May 11, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/maryland-man-sentenced-for-defrauding-the-dc-medicaid-program/
"David Gordon, LICSW Agreed to Pay $373,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services When He Was Unlicensed","May 10, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/david-gordon-licsw-agreed-to-pay-373000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-when-he-was-unlicensed/
"Surgical Dermatology Group Agreed to Pay $32,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","May 10, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/surgical-dermatology-group-agreed-to-pay-32000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Two Therapists Arrested For Falsifying Information And Defrauding Florida Medicaid Out Of More Than $76,000","May 10, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/two-therapists-arrested-for-falsifying-information-and-defrauding-florida-medicaid-out-of-more-than-76000/
Attorney General Cameron Announces Action By His Office Leads To Guilty Plea Of Muhlenberg County Woman For Adult Abuse,"May 10, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-cameron-announces-action-by-his-office-leads-to-guilty-plea-of-muhlenberg-county-woman-for-adult-abuse/
"Professional Home Health Care 2 Agreed to Pay $77,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","May 9, 2023",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/professional-home-health-care-2-agreed-to-pay-77000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
East Windsor Man Sentenced To Prison For Oxycodone Prescription Fraud Scheme,"May 9, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/east-windsor-man-sentenced-to-prison-for-oxycodone-prescription-fraud-scheme/
Hospital Owner And Hospitalist Group Agree To Pay $560K To Settle False Claims Act Allegations,"May 9, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/hospital-owner-and-hospitalist-group-agree-to-pay-560k-to-settle-false-claims-act-allegations/
Drug Testing Companies Agree To Collectively Pay $1.7 Million To Resolve False Claims Act Allegations,"May 9, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/drug-testing-companies-agree-to-collectively-pay-17-million-to-resolve-false-claims-act-allegations/
Doctor Admits Telemedicine Fraud In St. Louis,"May 9, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-admits-telemedicine-fraud-in-st-louis/
California Man Convicted Of Health Care Kickback Conspiracy,"May 9, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/california-man-convicted-of-health-care-kickback-conspiracy/
Advanced Practice Registered Nurse Pleads Guilty To Unlawful Distribution Of Controlled Substances And Health Care Fraud,"May 9, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/advanced-practice-registered-nurse-pleads-guilty-to-unlawful-distribution-of-controlled-substances-and-health-care-fraud/
Paxton Secures Justice with Eight-Year Prison Sentence for Ambulance Owner Who Perpetrated $3.5 Million Fraud Scheme,"May 9, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/paxton-secures-justice-with-eight-year-prison-sentence-for-ambulance-owner-who-perpetrated-35-million-fraud-scheme/
Stoughton Man Pleads Guilty To Social Security And Passport Fraud,"May 8, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/stoughton-man-pleads-guilty-to-social-security-and-passport-fraud/
"Puyallup, Washington, Wound Treatment Firm Settles Allegations It Submitted False Bills To Government Health Care Programs","May 8, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/puyallup-washington-wound-treatment-firm-settles-allegations-it-submitted-false-bills-to-government-health-care-programs/
Attorney General Marshall Announces Conviction Of Etowah County Woman,"May 8, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-marshall-announces-conviction-of-etowah-county-woman/
Convicted Health Care Fraud Defendant Fails To Report To Prison; Warrant Out For His Arrest,"May 6, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/convicted-health-care-fraud-defendant-fails-to-report-to-prison-warrant-out-for-his-arrest/
"Long Island Center for Recovery Agreed to Pay $49,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","May 5, 2023",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/long-island-center-for-recovery-agreed-to-pay-49000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Connecticut Psychologist Pays $658K To Settle Allegations She Received Payments From Medicare And Medicaid For Services Not Provided,"May 5, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/connecticut-psychologist-pays-658k-to-settle-allegations-she-received-payments-from-medicare-and-medicaid-for-services-not-provided/
Kit Carson County Memorial Hospital Agreed to Pay $3 Million for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Hyperbaric Oxygen Services and Wound Care Services Not Performed or Supervised as Billed,"May 5, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/kit-carson-county-memorial-hospital-agreed-to-pay-3-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-hyperbaric-oxygen-services-and-wound-care-services-not-performed-or-supervised-as-billed/
"Wolfe Eye Clinic Agreed to Pay $98,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Medically Unnecessary Injections","May 5, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/wolfe-eye-clinic-agreed-to-pay-98000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-medically-unnecessary-injections/
Five Charged In An $11 Million Health Care Fraud Scheme,"May 4, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/five-charged-in-an-11-million-health-care-fraud-scheme/
Podiatrist Sentenced For Fraudulently Billing Medicare Nearly $2M Under False Identity,"May 4, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/podiatrist-sentenced-for-fraudulently-billing-medicare-nearly-2m-under-false-identity/
Hartford Woman Charged with Defrauding Medicaid,"May 4, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/hartford-woman-charged-with-defrauding-medicaid/
"The United States Attorney For Puerto Rico, FBI San Juan, And HHS-OIG Announce Redoubling And Focus Of Investigative Efforts To Detect And Deter Fraud, Waste, And Abuse Of Medicare Funds","May 3, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/the-united-states-attorney-for-puerto-rico-fbi-san-juan-and-hhs-oig-announce-redoubling-and-focus-of-investigative-efforts-to-detect-and-deter-fraud-waste-and-abuse-of-medicare-funds/
Clarksville Psychiatrist Pleads Guilty To Making False Statements To Medicare & Tricare,"May 3, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/clarksville-psychiatrist-pleads-guilty-to-making-false-statements-to-medicare-tricare/
AG Moody’s MFCU Shuts Down Fraud Ring Stealing More Than $3 Million From Taxpayer-Funded Program,"May 3, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-moodys-mfcu-shuts-down-fraud-ring-stealing-more-than-3-million-from-taxpayer-funded-program/
Ohio Man Admits Role In $24 Million Health Care Fraud And Kickback Scheme,"May 2, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ohio-man-admits-role-in-24-million-health-care-fraud-and-kickback-scheme/
"Dearborn Heights Doctor Pleads Guilty To $925,000 Fraud Scheme","May 2, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/dearborn-heights-doctor-pleads-guilty-to-925000-fraud-scheme/
"United States Files Lawsuit Against Radnor, PA Radiologist Alleging Unnecessary Peripheral Artery Procedures","May 2, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/united-states-files-lawsuit-against-radnor-pa-radiologist-alleging-unnecessary-peripheral-artery-procedures/
Four Charged In Multi-Million-Dollar Childcare Benefits Fraud Ring That Bilked California Welfare And Benefits Program For Years,"May 2, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/four-charged-in-multi-million-dollar-childcare-benefits-fraud-ring-that-bilked-california-welfare-and-benefits-program-for-years/
Two Pharmacy Owners Charged With $29M Health Care Fraud Scheme,"May 2, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-pharmacy-owners-charged-with-29m-health-care-fraud-scheme/
"Lafferty Enterprises and Paul Lafferty Agreed to Pay $172,000 for Allegedly Violating the Civil Monetary Penalties Law by Failing to Return CARES Act Provider Relief Funds","May 1, 2023",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/lafferty-enterprises-and-paul-lafferty-agreed-to-pay-172000-for-allegedly-violating-the-civil-monetary-penalties-law-by-failing-to-return-cares-act-provider-relief-funds/
"New Orleans East Hospital Agreed to Pay $95,000 for Allegedly Violating Patient Dumping Statute by Failing to Provide an Appropriate Medical Screening Examination and Stabilizing Treatment","May 1, 2023",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/new-orleans-east-hospital-agreed-to-pay-95000-for-allegedly-violating-patient-dumping-statute-by-failing-to-provide-an-appropriate-medical-screening-examination-and-stabilizing-treatment/
Former Creve Coeur Pharmacy Owner Admits Paying Kickbacks for Prescriptions,"May 1, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-creve-coeur-pharmacy-owner-admits-paying-kickbacks-for-prescriptions/
Medical Practice And Its Owners To Pay $1 Million To Resolve False Claims Act Allegations,"April 28, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/medical-practice-and-its-owners-to-pay-1-million-to-resolve-false-claims-act-allegations/
Beverly Hills Plastic Surgeon Agrees To Pay Nearly $24 Million To Settle False Claims Act Allegations,"April 28, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/beverly-hills-plastic-surgeon-agrees-to-pay-nearly-24-million-to-settle-false-claims-act-allegations/
Hearing Screening Associates Agreed to Pay $4 Million for Allegedly Violating the Civil Monetary Penalties Law by Billing for Audiology Services Not Provided as Claimed,"April 28, 2023",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/hearing-screening-associates-agreed-to-pay-4-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-billing-for-audiology-services-not-provided-as-claimed/
"Attorney General Griffin Announces Settlement With Northwest Arkansas Hospitals, LLC","April 28, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-griffin-announces-settlement-with-northwest-arkansas-hospitals-llc/
Investigation By Paxton’s Medicaid Fraud Control Unit Leads To 60-Month Prison Sentence For Home Health Care Fraudster And Over $3 Million In Restitution,"April 28, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/investigation-by-paxtons-medicaid-fraud-control-unit-leads-to-60-month-prison-sentence-for-home-health-care-fraudster-and-over-3-million-in-restitution/
Daniel Aronowitz Agreed to Be Excluded for 3 Years for Causing the Submission of Improperly Billed Claims for Skin Substitute Products,"April 27, 2023",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/daniel-aronowitz-agreed-to-be-excluded-for-3-years-for-causing-the-submission-of-improperly-billed-claims-for-skin-substitute-products/
Stratford Doctor Sentenced to 4 Years in Federal Prison for Health Care Fraud and Illegal Kickback Offenses,"April 27, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/stratford-doctor-sentenced-to-4-years-in-federal-prison-for-health-care-fraud-and-illegal-kickback-offenses/
Kyle Perkins Indicted for Medicaid Fraud,"April 27, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/kyle-perkins-indicted-for-medicaid-fraud/
Bradford County Nurse Practitioner Sentenced To 10 Years of Probation For $450k In Prescription Fraud,"April 27, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/bradford-county-nurse-practitioner-sentenced-to-10-years-of-probation-for-450k-in-prescription-fraud/
Jury Convicts City of Philadelphia Employee Of Billing Medicaid Providers For Work He Did Not Perform,"April 27, 2023",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/jury-convicts-city-of-philadelphia-employee-of-billing-medicaid-providers-for-work-he-did-not-perform/
Former Harvard University Professor Sentenced For Lying About His Affiliation With Wuhan University Of Technology; China’s Thousand Talents Program; And Filing False Tax Returns,"April 26, 2023",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-harvard-university-professor-sentenced-for-lying-about-his-affiliation-with-wuhan-university-of-technology-chinas-thousand-talents-program-and-filing-false-tax-returns/
